****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=10.
Parallel execution requested.  Will use 20 threads.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 778x1726
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.863	Loglikelihood: -397742	(delta): 1.19143e+06
89 (QN/Block) 	Elapsed: 0.981	Loglikelihood: -252647	(delta): 0.215896
90 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252647	(delta): 0.245168
91 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252647	(delta): 0.271737
92 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252646	(delta): 0.385792
93 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252645	(delta): 0.795717
94 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252644	(delta): 0.901527
95 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252644	(delta): 0.388972
96 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252644	(delta): 0.312752
97 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252643	(delta): 0.487248
98 (QN/Block) 	Elapsed: 0.978	Loglikelihood: -252643	(delta): 0.356719
99 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252643	(delta): 0.324111
100 (QN/Block) 	Elapsed: 0.974	Loglikelihood: -252642	(delta): 0.268373
101 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252642	(delta): 0.215386
102 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252642	(delta): 0.145978
103 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252642	(delta): 0.185823
104 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252642	(delta): 0.198751
105 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252641	(delta): 0.174962
106 (QN/Block) 	Elapsed: 0.978	Loglikelihood: -252641	(delta): 0.138741
107 (QN/Block) 	Elapsed: 0.974	Loglikelihood: -252641	(delta): 0.179848
108 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252641	(delta): 0.299156
109 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252640	(delta): 0.309292
110 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252640	(delta): 0.464101
111 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252640	(delta): 0.262086
112 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252639	(delta): 0.402064
113 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252639	(delta): 0.299053
114 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252639	(delta): 0.250082
115 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252638	(delta): 0.628147
116 (QN/Block) 	Elapsed: 0.982	Loglikelihood: -252638	(delta): 0.553116
117 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252636	(delta): 1.29822
118 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252635	(delta): 1.27099
119 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252635	(delta): 0.327016
120 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252634	(delta): 0.375397
121 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252634	(delta): 0.642473
122 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252633	(delta): 0.349887
123 (QN/Block) 	Elapsed: 0.978	Loglikelihood: -252633	(delta): 0.233449
124 (QN/Block) 	Elapsed: 0.977	Loglikelihood: -252633	(delta): 0.267615
125 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252632	(delta): 0.314339
126 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252632	(delta): 0.362155
127 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252632	(delta): 0.323994
128 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252631	(delta): 0.689424
129 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252631	(delta): 0.296436
130 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252630	(delta): 0.444509
131 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252630	(delta): 0.317864
132 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252629	(delta): 0.575131
133 (QN/Block) 	Elapsed: 0.979	Loglikelihood: -252629	(delta): 0.576688
134 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252628	(delta): 0.579468
135 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252628	(delta): 0.461097
136 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252628	(delta): 0.172954
137 (QN/Block) 	Elapsed: 0.983	Loglikelihood: -252628	(delta): 0.150755
138 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252627	(delta): 0.131613
139 (QN/Block) 	Elapsed: 0.988	Loglikelihood: -252627	(delta): 0.0929306
140 (QN/Block) 	Elapsed: 0.982	Loglikelihood: -252627	(delta): 0.199419
141 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252627	(delta): 0.0998516
142 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252627	(delta): 0.193098
143 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252627	(delta): 0.172998
144 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252626	(delta): 0.250394
145 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252626	(delta): 0.601859
146 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252626	(delta): 0.286586
147 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252625	(delta): 0.175711
148 (QN/Block) 	Elapsed: 0.974	Loglikelihood: -252625	(delta): 0.239179
149 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252625	(delta): 0.147481
150 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252625	(delta): 0.125136
151 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252625	(delta): 0.137945
152 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252624	(delta): 0.256821
153 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252624	(delta): 0.100602
154 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252624	(delta): 0.815523
155 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252623	(delta): 0.300163
156 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252623	(delta): 0.112155
157 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252623	(delta): 0.164786
158 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252623	(delta): 0.233487
159 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252623	(delta): 0.172962
160 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252622	(delta): 0.430801
161 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252622	(delta): 0.181303
162 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252622	(delta): 0.108736
163 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252622	(delta): 0.150448
164 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252621	(delta): 0.240816
165 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252621	(delta): 0.132256
166 (QN/Block) 	Elapsed: 0.958	Loglikelihood: -252621	(delta): 0.0818786
167 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252621	(delta): 0.361549
168 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252621	(delta): 0.137427
169 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252621	(delta): 0.137883
170 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252620	(delta): 0.178937
171 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252620	(delta): 0.209641
172 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252620	(delta): 0.27861
173 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252620	(delta): 0.30808
174 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252619	(delta): 0.322594
175 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252619	(delta): 0.332234
176 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252618	(delta): 1.03258
177 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252617	(delta): 0.491352
178 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252617	(delta): 0.324816
179 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252617	(delta): 0.394521
180 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252616	(delta): 0.646212
181 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252616	(delta): 0.48844
182 (QN/Block) 	Elapsed: 0.958	Loglikelihood: -252615	(delta): 0.601967
183 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252614	(delta): 0.855243
184 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252613	(delta): 0.612545
185 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252613	(delta): 0.558693
186 (QN/Block) 	Elapsed: 0.956	Loglikelihood: -252612	(delta): 0.717015
187 (QN/Block) 	Elapsed: 0.957	Loglikelihood: -252612	(delta): 0.600408
188 (QN/Block) 	Elapsed: 0.957	Loglikelihood: -252611	(delta): 0.494922
189 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252610	(delta): 1.01487
190 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252610	(delta): 0.5126
191 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252609	(delta): 0.302696
192 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252609	(delta): 0.269932
193 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252609	(delta): 0.358683
194 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252608	(delta): 0.255004
195 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252608	(delta): 0.255871
196 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252608	(delta): 0.452187
197 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252607	(delta): 0.278503
198 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252607	(delta): 0.190623
199 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252607	(delta): 0.192898
200 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252607	(delta): 0.181544
201 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252607	(delta): 0.0911308
202 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252607	(delta): 0.118479
203 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252607	(delta): 0.0175906
204 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252607	(delta): 0.0156677
205 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252607	(delta): 0.00837029
206 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252607	(delta): 0.014717
207 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252607	(delta): 0.0293132
208 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252607	(delta): 0.00909766
209 (QN/Block) 	Elapsed: 0.956	Loglikelihood: -252607	(delta): 0.010071
210 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252607	(delta): 0.0374946
211 (QN/Block) 	Elapsed: 0.957	Loglikelihood: -252606	(delta): 0.0547662
212 (QN/Block) 	Elapsed: 0.957	Loglikelihood: -252606	(delta): 0.0118431
213 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252606	(delta): 0.00332966
214 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252606	(delta): 0.00259781
215 (QN/Block) 	Elapsed: 0.955	Loglikelihood: -252606	(delta): 0.00422378
216 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252606	(delta): 0.00202933
217 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252606	(delta): 0.00530595
218 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252606	(delta): 0.00539817
219 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252606	(delta): 0.00524303
220 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252606	(delta): 0.0314889
221 (QN/Block) 	Elapsed: 0.97	Loglikelihood: -252606	(delta): 0.0501774
222 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252606	(delta): 0.00693114
223 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252606	(delta): 0.00859598
224 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252606	(delta): 0.0207097
225 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252606	(delta): 0.156945
226 (QN/Block) 	Elapsed: 0.955	Loglikelihood: -252606	(delta): 0.0485638
227 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252606	(delta): 0.0397656
228 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252606	(delta): 0.0574309
229 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252606	(delta): 0.0148295
230 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252606	(delta): 0.00765118
231 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252606	(delta): 0.00865748
232 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252606	(delta): 0.0103305
233 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252606	(delta): 0.0126553
234 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252606	(delta): 0.0154304
235 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252606	(delta): 0.0161119
236 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252606	(delta): 0.0196567
237 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252606	(delta): 0.0227218
238 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252606	(delta): 0.0247332
239 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252606	(delta): 0.0697242
240 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252606	(delta): 0.0426347
241 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252606	(delta): 0.0551522
242 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252606	(delta): 0.124847
243 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252605	(delta): 0.114699
244 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252605	(delta): 0.186115
245 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252605	(delta): 0.340615
246 (QN/Block) 	Elapsed: 0.956	Loglikelihood: -252605	(delta): 0.275234
247 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252604	(delta): 0.56691
248 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252603	(delta): 0.95625
249 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252603	(delta): 0.41962
250 (QN/Block) 	Elapsed: 0.959	Loglikelihood: -252602	(delta): 0.406951
251 (QN/Block) 	Elapsed: 0.957	Loglikelihood: -252602	(delta): 0.336819
252 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252602	(delta): 0.338918
253 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252601	(delta): 0.389251
254 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252601	(delta): 0.166597
255 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252601	(delta): 0.24221
256 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252600	(delta): 0.341083
257 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252600	(delta): 0.358625
258 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252599	(delta): 0.670247
259 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252599	(delta): 0.631331
260 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252598	(delta): 1.093
261 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252597	(delta): 0.731539
262 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252596	(delta): 0.719895
263 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252595	(delta): 0.982289
264 (QN/Block) 	Elapsed: 0.981	Loglikelihood: -252594	(delta): 1.28478
265 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252593	(delta): 0.591374
266 (QN/Block) 	Elapsed: 0.962	Loglikelihood: -252593	(delta): 0.490657
267 (QN/Block) 	Elapsed: 0.974	Loglikelihood: -252593	(delta): 0.243476
268 (QN/Block) 	Elapsed: 0.969	Loglikelihood: -252592	(delta): 0.411137
269 (QN/Block) 	Elapsed: 0.976	Loglikelihood: -252592	(delta): 0.358996
270 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252592	(delta): 0.255626
271 (QN/Block) 	Elapsed: 0.961	Loglikelihood: -252591	(delta): 0.634549
272 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252590	(delta): 0.592679
273 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252590	(delta): 0.634798
274 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252589	(delta): 1.24865
275 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252586	(delta): 2.80252
276 (QN/Block) 	Elapsed: 0.972	Loglikelihood: -252582	(delta): 3.5313
277 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252580	(delta): 2.46923
278 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252579	(delta): 1.11071
279 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252578	(delta): 0.461365
280 (QN/Block) 	Elapsed: 0.963	Loglikelihood: -252578	(delta): 0.246041
281 (QN/Block) 	Elapsed: 0.967	Loglikelihood: -252578	(delta): 0.144333
282 (QN/Block) 	Elapsed: 0.96	Loglikelihood: -252578	(delta): 0.0574431
283 (QN/Block) 	Elapsed: 0.965	Loglikelihood: -252578	(delta): 0.0463145
284 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252578	(delta): 0.0594497
285 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252578	(delta): 0.0527357
286 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252577	(delta): 0.217219
287 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252577	(delta): 0.236323
288 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252577	(delta): 0.171995
289 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252576	(delta): 0.473515
290 (QN/Block) 	Elapsed: 0.968	Loglikelihood: -252575	(delta): 1.16318
291 (QN/Block) 	Elapsed: 0.971	Loglikelihood: -252575	(delta): 0.129457
292 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252575	(delta): 0.0807275
293 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252575	(delta): 0.159866
294 (QN/Block) 	Elapsed: 0.966	Loglikelihood: -252575	(delta): 0.224816
295 (QN/Block) 	Elapsed: 0.975	Loglikelihood: -252575	(delta): 0.104437
296 (QN/Block) 	Elapsed: 0.973	Loglikelihood: -252574	(delta): 0.0993563
297 (QN/Block) 	Elapsed: 0.964	Loglikelihood: -252574	(delta): 0.101406
